SMILES	Hansch pi	Hammett sigma p
[R]C(Cc1cnc[nH]1)C(O)=O	05310	-0.894	0.03
[R]c2nnc(c1ccccc1)n2C	05311	2.196	0.298
[R]C(S)=Nc1ccccc1OC	05312	2.079	0.239
[R]c2cn1ccc(C)cc1n2	05313	1.438	0.038
[R]CC(=O)Nc1ccc(F)c(Cl)c1	05314	1.645	-0.025
[R]CCNCCO	05315	-0.373	-0.084
[R]SCCCC(O)=O	05316	0.305	0.002
[R]C1CCC(C)(O)CC1	05317	1.192	-0.15
[R]N1CCNC(C)(C)C1	05318	-0.037	-0.675
[R]C(O)CNC1CC1	05319	-0.158	0.038
[R]OC(=O)NCCC	05320	0.525	-0.136
[R]NS(=O)(=O)c1c(F)cccc1F	05321	1.3	-0.152
[R]C(=O)C(=O)NCC	05322	0.19	0.616
[R]C(=O)c1ccc(C(C)C)cc1	05323	2.708	0.443
[R]C1CC(O)C1	05324	0.321	-0.101
[R]CCCCC(=O)OC	05325	1.145	-0.095
[R]CN(C)C(=O)c1ccccc1	05326	1.396	0.003
[R]OCCN1CCCCCC1	05327	1.084	-0.24
[R]C(CS(=O)(=O)C(C)(C)C)C1CC1	05328	1.244	0.003
[R]c1cc(Cl)ccc1C(O)=O	05329	2.194	0.027
[R]C(=O)C2(c1ccc(Cl)cc1)CC2	05330	3.626	0.492
[R]COc1ccccc1C#N	05331	1.853	0.086
[R]NS(=O)(=O)c1cnn(C)c1	05332	-0.87	-0.199
[R]N1CCC(C)(N)CC1	05333	-0.684	-0.734
[R]NN=Cc1sccc1C	05334	1.908	-0.479
[R]S(=O)(=O)NCCN1CCCC1	05335	-0.356	0.581
[R]N1CCCC1C(=O)N2CCCC2	05336	0.048	-0.699
[R]CC1CCCCCCC1	05337	3.361	-0.141
[R]NC(C)CCCN(CC)CC	05338	1.251	-0.648
[R]C(=O)Cc1cccnc1	05339	1.072	0.519
[R]c1ccc(OCC=C)cc1	05340	2.465	-0.076
[R]NCc1c(F)cccc1F	05341	1.726	-0.611
[R]c1ccc(S(C)(=O)=O)cc1Cl	05342	1.64	0.203
[R]C(=O)c1ccnc2ccccc12	05343	1.604	0.559
[R]Nc2ccc1OCC(=O)Nc1c2	05344	-0.203	-0.304
[R]NCC(=O)N1CCN(C)CC1	05345	-1.358	-0.569
[R]Cc1ccc(CC(O)=O)cc1	05346	2.005	-0.117
[R]OCCOCC#C	05347	0.096	-0.259
[R]C(=O)Nc1ncccc1C	05348	0.909	0.42
[R]C(CC(O)=O)c1ccc(C)cc1	05349	2.335	-0.009
[R]C(=O)C1=C(C(O)=O)CCC1	05350	1.197	0.557
[R]C=Cc1cc(OC)cc(OC)c1	05351	2.004	0.008
[R]Oc1ccc(F)cc1C	05352	2.275	-0.047
[R]C(=O)COC(C)=O	05353	0.112	0.565
[R]Cc1ccc(C(N)=O)cc1	05354	1.207	-0.038
[R]C(Cc1cnc[nH]1)NC(C)=O	05355	-1.513	-0.077
[R]C(=O)NC(C)(C)c1ccccc1	05356	1.641	0.372
[R]Sc1ccc(N)cc1	05357	1.229	-0.142
[R]SCc1ccc(Cl)c(Cl)c1	05358	3.143	0.037
[R]C(=O)N1CCC(N)C1	05359	-1.226	0.348
[R]N1CCC(C)C1	05360	0.76	-0.672
[R]c2cn1cccc(C)c1n2	05361	1.438	0.034
[R]C=Cc1ccc(Cl)s1	05362	2.87	0.067
[R]CC1CCN(CCCC)CC1	05363	2.277	-0.129
[R]C(=O)C(O)c1ccccc1	05364	1.955	0.518
[R]c1ccc(OC(C)C)nc1	05365	1.867	-0.014
[R]c1cc(F)cc(Br)c1	05366	2.909	0.154
[R]c1ccc(CC#N)cc1	05367	1.946	0.048
[R]C(=O)NCC1CCC(N)CC1	05368	-0.134	0.337
[R]c1ncccc1C(N)=O	05369	-0.102	0.035
[R]C1COC(C)(C)O1	05370	0.766	0.06
[R]c2ccc(C1CCNCC1)cc2	05371	1.996	-0.05
[R]C1CCC(NC(C)=O)CC1	05372	0.593	-0.069
[R]c1n[nH]c(=O)o1	05373	-0.298	0.508
[R]Oc1ccc(Cl)cc1OC	05374	1.934	-0.06
[R]c2noc(c1ccccc1)n2	05375	2.242	0.228
[R]NC(C(N)=O)c1ccccc1	05376	0.319	-0.606
[R]c2nc(N1CCCC1)nn2C	05377	1.523	0.334
[R]C1(C(=O)NCC#N)CCCCC1	05378	1.097	0.056
[R]N(C)C1CCOCC1	05379	-0.136	-0.625
[R]CN(C)S(C)(=O)=O	05380	-0.151	0.106
[R]C2(C1=CC=CC1)CCCCCC2	05381	3.319	-0.115
[R]C(=O)Oc1ccc(N(=O)=O)cc1	05382	1.658	0.697
[R]c1ccccc1OC(C)=O	05383	1.476	0.011
[R]c2ncc(c1ccccc1)[nH]2	05384	1.643	0.214
[R]C(=O)Cc1ccsc1	05385	1.456	0.475
[R]C(=O)C(NC(=O)C(C)N)C(C)C	05386	0.505	0.534
[R]c1cc(C(C)C)ccc1OC	05387	2.919	-0.16
[R]N1CCN(CC=C)CC1	05388	0.574	-0.672
[R]CNC(N)=O	05389	-1.034	0.098
[R]C(=O)CSc1ccc(C)cc1	05390	2.853	0.568
[R]C(CC(O)=O)OCC	05391	0.172	-0.072
[R]CCc1ccc(OCC)cc1	05392	2.86	-0.112
[R]NCCC#N	05393	-0.269	-0.514
[R]CCSc1ccc(C)cc1	05394	2.879	-0.009
[R]OC(=O)c1ccc(F)cc1	05395	1.791	-0.049
[R]c1nc(N)n[nH]1	05396	-0.097	0.353
[R]c1cn(C(C)=O)c2ccccc12	05397	0.811	-0.066
[R]CSCC	05398	0.821	-0.003
[R]S(=O)(=O)c1ccc(C)c(C)c1	05399	2.001	0.57
[R]Cc1cc(Br)ccc1OC	05400	2.913	-0.129
[R]C(=S)NC(=O)Cc1ccccc1	05401	1.704	0.659
[R]OCC(O)CN1CCCCC1	05402	0.316	-0.229
[R]c1ccccc1CCC(O)=O	05403	2.005	0.026
[R]c2nc1c(C)cccc1s2	05404	2.871	0.208
[R]c1ccc(N(=O)=O)c(C)c1	05405	2.398	0.252
[R]C(=O)N1CCC(N(C)C)CC1	05406	-0.404	0.363
[R]CCN1CCC(O)CC1	05407	-0.014	-0.063
[R]CN(C)Cc1ccc(Cl)c(Cl)c1	05408	2.993	-0.054
[R]Oc2ccc1sc(C)nc1c2	05409	2.046	-0.058
[R]SCc1cccc(F)c1F	05410	2.386	0.011
[R]C(O)CCc1ccccc1	05411	2.253	-0.004
[R]c1ccccc1CN	05412	1.095	-0.117
[R]CCCN=C(N)NN(=O)=O	05413	0.509	-0.09
[R]C(=O)NC(=O)c1ccccc1	05414	1.038	0.5
[R]NN=Cc1ccc(C)o1	05415	0.454	-0.463
[R]C(=O)CSc1nnc(C)s1	05416	1.681	0.584
[R]C(=O)NC(CC(C)C)C(=O)NO	05417	0.269	0.372
[R]OCc1ccccc1C(F)(F)F	05418	2.646	-0.198
[R]c1ccnc2ccc(Cl)cc12	05419	2.585	0.203
[R]NCc1ccsc1	05420	0.519	-0.623
[R]c2csc(c1ccc(Cl)cc1)n2	05421	3.205	0.117
[R]C(=O)c1cccc(OCC)c1	05422	1.604	0.456
[R]C(=O)c2cc1cc(F)ccc1[nH]2	05423	1.191	0.497
[R]c1cccc(C#N)n1	05424	1.5	0.295
[R]OCc1ccc(C#N)cc1	05425	1.8	-0.179
[R]C(=O)n1nnc2ccccc12	05426	0.773	0.579
[R]C(=O)c1cnccc1C(F)(F)F	05427	1.085	0.613
[R]CN(C)CC	05428	0.522	-0.106
[R]C(=O)COc1cc(C)cc(C)c1	05429	2.977	0.562
[R]C1C(C)OC1=O	05430	0.194	0.122
[R]CC1(C)NC(=O)NC1=O	05431	-0.677	0.109
[R]NC(=O)NCCCCCC	05432	1.064	-0.365
[R]C(=O)CSc1nnc(N)s1	05433	1.253	0.575
[R]c2cccc(OCC1CC1)c2	05434	2.435	-0.011
[R]Cc1ccc(OS(O)(=O)=O)cc1	05435	2.029	-0.014
[R]C(=O)COCc1ccccc1	05436	2.038	0.51
[R]C(=O)NC1=C(C(O)=O)CCCC1	05437	-0.375	0.36
[R]C(=O)NC1C(C)OC1=O	05438	-0.623	0.483
[R]Cc1cncn1C	05439	-0.373	-0.088
[R]C(=O)C(CO)c1ccccc1	05440	1.944	0.515
[R]C(=O)C1COc2ncccc12	05441	1.343	0.587
[R]C1CC2CCCCC(C1)C2	05442	3.122	-0.142
[R]Cc1ccc(OC)c(F)c1	05443	2.261	-0.082
[R]Oc1cccc(S(C)(=O)=O)c1	05444	0.814	0.013
[R]C(=O)N(C)CCC	05445	0.431	0.355
[R]CCOCCN	05446	-0.503	-0.072
[R]C(=O)c1ccc(O)nc1	05447	0.617	0.535
[R]c1ccc(C#N)c(OC)c1	05448	1.761	0.165
[R]CN(O)C(N)=O	05449	-0.548	-0.042
[R]c1cccc2n(C)c(=O)ccc12	05450	1.485	0.144
[R]N(C)c1ccc(OC)cc1	05451	1.485	-0.452
[R]SCc2nc1ccccc1[nH]2	05452	1.241	0.049
[R]NC(=O)CNC(=O)CN	05453	-2.891	-0.183
[R]c2cc(C)c1nnc(C)n1c2	05454	1.346	0.166
[R]C(=O)Cn1cnc2cccnc12	05455	0.859	0.606
[R]c1cc(C)n(CCOC)c1C	05456	0.137	-0.251
[R]N(C)C1CCN(C)C1	05457	-0.044	-0.626
[R]COC(C)C(F)(F)F	05458	1.424	0.03
[R]C(=O)c1coc2ccccc12	05459	1	0.454
[R]C=C(C#N)C(N)=O	05460	-0.619	0.562
[R]Cc2cc(c1ccc(Cl)s1)on2	05461	2.622	-0.03
[R]CCOc1ccc(F)cc1	05462	2.208	0.037
[R]S(=O)(=O)NCC1CC1	05463	0.049	0.581
[R]CCc1c(C)[nH]c2ccccc12	05464	2.079	-0.129
[R]n1ncc2ccccc12	05465	1.262	-0.012
[R]NC(CCCC)C(O)=O	05466	1.011	-0.538
[R]NCC(C)(C)CO	05467	0.387	-0.629
[R]N=S1(=O)CCC1	05468	0.103	-0.641
[R]CNc1ccc(F)cc1	05469	1.783	0.116
[R]S(C)(=O)=NC#N	05470	0.454	0.864
[R]Nc1cnc(C)cn1	05471	-0.263	-0.212
[R]ON=C1CN2CCC1C2	05472	0.778	-0.28
[R]Cc1ccc(OCCCC)cc1	05473	3.328	-0.125
[R]CN1CCCC1CO	05474	0.133	-0.122
[R]C(=O)c1cc(C)ccc1C	05475	2.449	0.439
[R]N1CCN(C(C)(C)C)CC1	05476	0.667	-0.683
[R]C(=O)NC1COc2ncccc12	05477	0.177	0.464
[R]OCc1cccc(C(O)=O)c1	05478	1.462	-0.21
[R]C(=O)C1CCN(S(C)(=O)=O)CC1	05479	0.584	0.529
[R]CCCCNC(=O)OC(C)(C)C	05480	1.74	-0.072
[R]c1ccc(C(=O)C(F)(F)F)s1	05481	2.268	0.299
[R]C(=O)Cc1ccc(N(=O)=O)cc1	05482	2.338	0.613
[R]NC1=C(C(O)=O)CCCC1	05483	-0.078	-0.44
[R]c1csc(NC(C)=O)n1	05484	0.157	0.021
[R]N(C)N	05485	-0.26	-0.582
[R]NCc1ccc(O)c(OC)c1	05486	0.91	-0.601
[R]N(C)CCN1CCCC1	05487	0.336	-0.647
[R]C(=S)Nc1cccc(C)c1	05488	2.256	0.685
[R]C(=O)NCc1ccc(CC)cc1	05489	2.013	0.36
[R]CSC(C)=O	05490	0.23	0.084
[R]SCC(=O)c1ccc(O)c(O)c1	05491	0.826	0.021
[R]c1ccc(OC(F)(F)F)c(Cl)c1	05492	3.988	0.111
[R]c1ccc(Br)cc1Br	05493	3.561	0.122
[R]NC1COc2ncccc12	05494	0.474	-0.474
[R]c2cc(c1ccc(Cl)s1)on2	05495	2.69	0.2
[R]C(=O)Nc1ccc(Br)cc1F	05496	1.986	0.511
[R]Sc1nc(C)cs1	05497	1.114	0.147
[R]C(=O)CCC(F)(F)F	05498	1.825	0.568
[R]NC1C(C)OC1=O	05499	-0.326	-0.43
[R]CC1CCCN(C)C1	05500	1.142	-0.133
[R]c2nccc(c1ccccc1)n2	05501	2.303	0.204
[R]CSc2ccc1ccccc1c2	05502	3.162	0.068
[R]C(C1CCCCN1)C(=O)OC	05503	0.369	-0.145
[R]C1(C)CO1	05504	0.007	0.086
[R]NC(=O)C1=C(C(O)=O)CCC1	05505	-0.253	-0.337
[R]c1cn(C)c2ncncc12	05506	0.334	-0.095
[R]OC(=O)C(C)CC	05507	1.326	-0.091
[R]c1cc(F)c(F)cc1Cl	05508	2.774	0.171
[R]CCCC=C	05509	2.13	-0.12
[R]c1ccc(C#N)o1	05510	0.726	0.306
[R]C=NNC(=O)c1ccccc1O	05511	0.999	0.1
[R]n1ccc(N)nc1=O	05512	-0.221	-0.077
[R]CC(=O)NCC1CC1	05513	0.016	-0.128
[R]OCC(=O)N1CCCC1	05514	-0.517	-0.183
[R]OCCn1c(C)ncc1N(=O)=O	05515	-0.013	-0.112
[R]C(C)(C)C(=O)N1C2CCC1CC2	05516	1.572	-0.171
[R]C(C)C(=O)NCCC(C)C	05517	1.406	-0.134
[R]C1=CC(=O)CC(C)(C)C1	05518	2.112	0.253
[R]NCc1cnn(C)c1	05519	-0.444	-0.663
[R]S(=O)(=O)Nc1ccccc1C	05520	1.631	0.595
[R]C(=O)N1CCCCC1CC	05521	1.223	0.348
[R]NCCc2nc1ccccc1[nH]2	05522	0.762	-0.606
[R]C1CCN(C(=O)CC)CC1	05523	0.605	-0.06
[R]c1cc(C)c(F)c(C)c1	05524	3.051	0.005
[R]OC(=O)N(C)CC	05525	0.303	-0.144
[R]N1CCC(=O)CC1	05526	0.193	-0.544
[R]SCc1ccc(Cl)cc1Cl	05527	3.143	0.003
[R]NC(=O)COCC	05528	-0.846	-0.283
[R]C(=S)NCc1ccco1	05529	0.119	0.657
[R]C#CC(C)NC(C)=O	05530	-0.047	0.155
[R]c2nc(c1ccccc1)c(C)s2	05531	2.857	0.154
[R]c2nc(C)c1ccccc1n2	05532	1.791	0.178
[R]Cc1ccc(C)nc1	05533	1.232	-0.072
[R]n1cc(C(C)=O)c2ccccc12	05534	0.785	0.065
[R]N2CCN(CC1CC1)CC2	05535	0.543	-0.677
[R]NC(=O)C1COc2ncccc12	05536	-0.107	-0.194
[R]CCCCCCCC(O)=O	05537	2.302	-0.118
[R]CCOCCOCCOCC#C	05538	0.232	-0.065
[R]c2ccc(NC(=O)C1CC1)cc2	05539	1.513	-0.074
[R]COc1ccc(C(O)=O)cc1	05540	1.515	0.097
[R]C(=O)NCC(O)c1ccccc1	05541	0.777	0.366
[R]Cn1cnnn1	05542	-0.249	0.279
[R]N2CCOC1CCCC12	05543	0.552	-0.644
[R]C(CC(O)=O)c1ccccc1F	05544	2.007	0.041
[R]C=c1c(=O)[nH]c2ccc(F)cc12	05545	1.303	0.287
[R]C(S)=N	05546	0.404	0.271
[R]c2cc(c1cccs1)on2	05547	1.801	0.17
[R]CC(=O)Nc1cc(Cl)ccc1C	05548	1.973	-0.052
[R]c1ncc(C(O)CO)cc1Cl	05549	0.675	0.236
[R]c2ccc(c1ccc(Br)cc1)o2	05550	3.166	0.159
[R]Cc1sccc1C	05551	1.848	-0.082
[R]CCCCC(=O)OCC	05552	1.487	-0.096
[R]Nc1ncnc2ccsc12	05553	1.106	-0.297
[R]C(=O)c1cn(C)c2ncncc12	05554	-0.129	0.443
[R]N(CC)C(=O)C1CC1	05555	0.364	-0.348
[R]NCc1ccc(N)cc1	05556	0.664	-0.675
[R]Cn1c(=O)c(=O)c2ccccc12	05557	0.44	0.165
[R]c2ccc(c1ccccc1)o2	05558	2.374	0.111
[R]C(C)(O)c1ccccc1	05559	1.683	-0.001
[R]OCC(C)=O	05560	0.076	-0.177
[R]CCOCCOCC#C	05561	0.397	-0.055
[R]NC1CC2COCC(C1)N2C	05562	-0.555	-0.699
[R]N(C)Cc1cccc(OC)c1	05563	1.556	-0.647
[R]CC(C)(C)CN(C)C	05564	1.736	-0.18
[R]C(=O)NCCCN1CCCCC1	05565	0.126	0.363
[R]N2CCC(N1CCCC1=O)CC2	05566	-0.546	-0.667
[R]CCc1c[nH]c2ccc(O)cc12	05567	1.794	-0.115
[R]CC(=O)C=Cc1ccc(O)cc1	05568	1.695	-0.134
[R]c1c(Cl)nc2sccn12	05569	1.327	0.185
[R]C(CC1CCCCC1)C(N)=O	05570	1.43	-0.099
[R]CN(CC)C(=O)C1CC1	05571	0.512	-0.003
[R]Cc1sc(C)nc1C	05572	1.056	-0.057
[R]C(C)c1ccncc1	05573	1.392	-0.031
[R]c2sc1CCCc1c2C#N	05574	2.247	0.166
[R]OCCOCCOCC#C	05575	-0.069	-0.292
[R]NC(Cc1cnc[nH]1)C(O)=O	05576	-1.414	-0.509
[R]C1CS(=O)(=O)C=C1	05577	-0.166	0.151
[R]c2cc1sccc1n2C	05578	1.233	0.056
[R]Oc1ccc(F)cc1OC	05579	1.556	-0.071
[R]CC(=O)NCC(C)C	05580	0.52	-0.133
[R]c1cc(=O)oc2ccccc12	05581	1.416	0.371
[R]NCC1CCN(C)CC1	05582	0.07	-0.644
[R]c2ccc1nn(C)cc1c2	05583	1.488	-0.117
[R]CC(=O)Nc1c(F)cccc1F	05584	1.266	-0.09
[R]C(=O)c2ccc1nc[nH]c1c2	05585	0.386	0.451
[R]C1(C)CCOCC1	05586	0.962	-0.098
[R]C(=O)Nn1cnnc1	05587	-0.91	0.693
[R]C(=O)CCS	05588	0.751	0.522
[R]OCC(O)C(C)(C)C	05589	1.334	-0.248
[R]Oc1ccccc1C(N)=O	05590	0.502	-0.038
[R]n1cc(C(F)(F)F)cn1	05591	0.913	0.293
[R]C(=O)c1ccc(SC)cc1OC	05592	1.352	0.347
[R]NC(=O)Nc1ccccn1	05593	0.132	-0.334
[R]c1ccc(OC(F)(F)F)c(F)c1	05594	3.609	0.132
[R]CCCCc1ccc(O)cc1	05595	3.278	-0.109
[R]CCCN1CCN(CC)CC1	05596	0.972	-0.112
[R]NC(=O)Nc1cccs1	05597	0.516	-0.242
[R]ON=C(N)N	05598	-0.74	-0.498
[R]Nc1ccc(F)c(F)c1F	05599	1.91	-0.185
[R]N(c1ccccc1)S(C)(=O)=O	05600	1.407	-0.025
[R]c2cc1cc[nH]c(=O)c1cc2Cl	05601	1.528	0.09
[R]CN(C)c1ccccc1	05602	2.334	-0.039
[R]CC(=O)Nc1ccc(Cl)c(Cl)c1	05603	2.023	-0.023
[R]OC(=O)NC1C(C)OC1=O	05604	-0.282	-0.047
[R]C2C1CC(C=C1)C2C(N)=O	05605	0.137	-0.137
[R]CC(C)(C)OC	05606	0.779	-0.188
[R]Sc1ccncc1	05607	0.7	0.018
[R]C=CC(=O)Nc1ccccc1	05608	1.587	0.269
[R]c2noc(C1CC(F)(F)C1)n2	05609	1.162	0.276
[R]C2CCc1ccc(O)cc1O2	05610	1.981	0.068
[R]SCc1ccc(Br)cc1	05611	2.899	0.01
[R]c1cnn(CCC)c1	05612	0.898	-0.191
[R]N1C(C(O)=O)Cc2ccccc12	05613	1.456	-0.36
[R]CCn1cncn1	05614	0.262	0.045
[R]c1nnnn1CCOC	05615	0.005	0.515
[R]C(=O)C1(C)CO1	05616	0.481	0.515
[R]NC2C1CC(C=C1)C2C(N)=O	05617	-0.562	-0.552
[R]c2ccc1[nH]c(C)cc1c2	05618	1.286	-0.142
[R]C(N)CCCC	05619	1.085	-0.085
[R]C=NNc1ccc(C(O)=O)cc1	05620	1.476	0.163
[R]c2cnc(c1ccccc1)nc2	05621	1.903	0.119
[R]C(=O)CSc1nc(C)cc(C)n1	05622	1.274	0.545
[R]CSc1nnc2ccccn12	05623	1.688	0.133
[R]c2ccc1ccn(C)c1c2	05624	1.532	-0.072
[R]C=Cc1cccc2ccccc12	05625	3.512	0
[R]NCCc1cccc(C)c1	05626	2.166	-0.634
[R]C(CCCN)C(O)=O	05627	-0.216	-0.003
[R]c2ccc(c1nc[nH]n1)cc2	05628	1.554	0.005
[R]OCC(O)CN(C)C	05629	-0.406	-0.228
[R]C1=NCCN1C	05630	-0.14	0.236
[R]C1CC2CC1C=C2	05631	1.672	-0.153
[R]n2c(=O)c1CCCCc1c2=O	05632	0.692	0.056
[R]CNS(=O)(=O)c1ccc(F)cc1	05633	1.309	0.111
[R]CC(=O)Nc1ccc(Cl)cn1	05634	0.892	-0.065
[R]c1ccc(OCCCCC)cc1	05635	3.328	-0.084
[R]CC(=O)NCCN1CCOCC1	05636	-1.058	-0.112
[R]Nc1cc(N(=O)=O)ccc1OC	05637	1.192	-0.568
[R]NC(CCCNC(N)=N)C=O	05638	-1.565	-0.577
[R]c1ccc(SC)cc1OC	05639	1.815	-0.148
[R]C(=O)n1nc(C)cc1C	05640	-0.235	0.467
[R]c1cc(C)c(Cl)cc1OC	05641	2.71	-0.082
[R]NCCCCCN	05642	-0.221	-0.634
[R]CSc1nc(N)cc(N)n1	05643	0.538	0.018
[R]C=Cc1ccc(Cl)cc1Cl	05644	3.546	0.064
[R]CCCOc1ccc(Cl)cc1Cl	05645	3.501	-0.027
[R]c2cccc(n1cccn1)c2	05646	1.593	0.03
[R]NC(C)c1cnccn1	05647	-0.489	-0.603
[R]n1ncnn1	05648	0.032	0.415
[R]C(=O)c1cccnc1OCC	05649	0.991	0.393
[R]N(C)C(=O)C1CCCCC1	05650	1.211	-0.345
[R]C(=O)CN(CC)CC	05651	1.09	0.466
[R]OCC(=O)Nc1cc(C)on1	05652	-0.669	-0.104
[R]C(C)(Cl)Cl	05653	1.764	0.247
[R]Nc1ccnn1C	05654	0.008	-0.34
[R]C(C)(C)CN	05655	0.57	-0.129
[R]c1cn(CC)c2ccccc12	05656	1.875	-0.251
[R]C(CCCNC(N)=N)C=O	05657	-0.901	0.087
[R]c2nc1cc(F)ccc1[nH]2	05658	1.5	0.372
[R]c2nnc(c1cccnc1)o2	05659	0.815	0.461
[R]C(=O)N1CCC(N)CC1	05660	-1.174	0.366
[R]S(=O)(=O)N1CCCCC1C	05661	0.836	0.532
[R]Nc1nnc(C(F)(F)F)s1	05662	1.719	-0.095
[R]C1CCCN(CCC)C1	05663	1.556	-0.093
[R]OC(C(F)(F)F)C(F)(F)F	05664	2.008	0.111
[R]COc1ccc(Cl)cc1C	05665	2.802	0.072
[R]Sc2nc1nc(C)cc(C)n1n2	05666	0.987	-0.055
[R]c1cccc2onc(N)c12	05667	1.164	0.201
[R]C2CCc1ccccc1O2	05668	2.266	0.046
[R]n1cc(N(=O)=O)cn1	05669	-0.016	0.443
[R]c1nnc(S)n1C	05670	0.866	0.372
[R]Nc1ccc(C(F)(F)F)c(Cl)c1	05671	2.892	-0.177
[R]CCNC(=O)OC	05672	0.114	0.008
[R]n2ccc1ccccc1c2=O	05673	1.2	-0.114
[R]Sc1cc(C)cc(C)c1	05674	2.946	-0.087
[R]c2cccc(c1ccncc1)c2	05675	2.35	0.034
[R]c1nnc(C)c(O)n1	05676	0.352	0.347
[R]COc2ccc1sc(C)nc1c2	05677	2.194	0.059
[R]NNC(=O)c1ccc(C)cc1	05678	1.562	-0.455
[R]NNC(=O)c1ccc(Cl)cc1	05679	1.613	-0.414
[R]CC(N)CO	05680	-0.711	-0.009
[R]C1CS1	05681	0.371	0.072
[R]NCCN1CCNCC1	05682	-0.911	-0.626
[R]CCON(=O)=O	05683	0.864	0.151
[R]C(=O)N(CC)C1CCS(=O)(=O)C1	05684	-0.761	0.478
[R]C1CCC(CO)CC1	05685	1.428	-0.134
[R]C(=O)Nc1ccccc1C(N)=O	05686	-0.112	0.367
[R]Nc1ccn(CC)n1	05687	0.641	-0.444
[R]C(=O)NC(CCCC)C(O)=O	05688	0.714	0.396
[R]CNC(=O)C1CC1	05689	-0.077	0.097
[R]Cc1ccnc2ccc(Cl)cc12	05690	2.981	-0.003
[R]C2CN(c1ccccc1)C(=O)O2	05691	1.683	0.238
[R]NC(=O)N1CCCCC1	05692	0.032	-0.379
[R]NCCCCCCN	05693	0.176	-0.637
[R]c1ccncc1S(N)(=O)=O	05694	-0.481	0.299
[R]Cc1ccon1	05695	0.349	-0.05
[R]c1ccc(F)cc1N	05696	1.334	-0.047
[R]Nc2ccc1CCC(=O)Nc1c2	05697	0.535	-0.313
[R]N(C(C)=O)c1ccccc1	05698	1.017	-0.039
[R]C(CC)(CC)C(O)=O	05699	1.944	0.032
[R]OCCCc1cccnc1	05700	1.1	-0.235
[R]N(CC)C1CCS(=O)(=O)C1	05701	-0.349	-0.487
[R]CNc1ccc(Cl)cc1	05702	2.162	0.121
[R]NCC1CCOC1	05703	-0.425	-0.58
[R]c1nn(C)cc1Cl	05704	1.004	0.073
[R]C(=O)NCc1ccc(F)cc1F	05705	1.429	0.39
[R]C2C3CN(C1COC1)CC23	05706	-0.09	-0.014
[R]Nc1ccc(C)cc1C(O)=O	05707	1.657	-0.304
[R]Nc1ccc(C)cc1Br	05708	2.75	-0.316
[R]Cc1ccnc(N)c1	05709	0.977	-0.072
[R]Oc1c(C)cc(C)cc1C	05710	3.07	-0.235
[R]OCC(O)CNC(C)(C)C	05711	0.066	-0.224
[R]NS(=O)(=O)C=Cc1ccc(Cl)s1	05712	1.86	-0.137
[R]N1CCC(C)(O)CC1	05713	-0.336	-0.694
[R]C(=O)NNc1ccccc1	05714	1.149	0.473
[R]c2cc1ccc(C)cc1[nH]2	05715	1.982	0.003
[R]C(=O)Nc1ncc(Cl)cc1Cl	05716	1.478	0.486
[R]S(=O)(=O)N1CC(C)CC(C)C1	05717	1.228	0.541
[R]NC(=O)c1ccc(I)cc1	05718	2.259	-0.245
[R]C(=O)COc1ccc(Br)cc1	05719	2.834	0.606
[R]Cc1ccc(N)nc1	05720	0.977	-0.126
[R]C1CCCN2CCCCC12	05721	1.538	-0.232
[R]c1cc(OC)no1	05722	0.692	0.285
[R]N(C)C(=O)c1c(F)cccc1Cl	05723	1.906	-0.302
[R]N2CC1CNCC(C1)C2	05724	-0.319	-0.892
[R]CC1CC(F)(F)C1	05725	1.525	-0.035
[R]CN(CCC)CCC	05726	1.802	-0.126
[R]C=CC(N)=O	05727	-0.341	0.228
[R]c2ccc1n(C)c(=O)ccc1c2	05728	1.485	0.011
[R]N1CCCC1c2cncc(F)c2	05729	1.032	-0.558
[R]C(=O)c1nccn1C	05730	-0.487	0.407
[R]C1CCN1	05731	-0.237	0.002
[R]C(Cl)Cl	05732	1.143	0.241
[R]C(=O)Nc1ccc(F)cc1Cl	05733	1.712	0.5
[R]C#Cc1cccc(Cl)c1	05734	2.798	0.151
[R]Oc1cccc(C(C)=O)c1	05735	0.977	-0.028
[R]C(CCCC)C(N)=O	05736	0.81	-0.109
[R]Nc1ncnc2[nH]ccc12	05737	0.3	-0.378
[R]CC(=O)NCCO	05738	-1.137	-0.133
[R]C(N)C(=O)N1CCSC1	05739	-0.757	0.133
[R]NC(=O)Cc1ccc(Cl)c(Cl)c1	05740	1.97	-0.243
[R]C(=O)C1CC1F	05741	0.915	0.486
[R]NC(=O)Cc1ccc(Br)cc1	05742	1.726	-0.262
[R]NCC(C)N	05743	-0.707	-0.631
[R]c1ccccc1S(O)(=O)=O	05744	1.362	0.043
[R]Cc1cc(N(=O)=O)ccc1OC	05745	2.075	-0.004
[R]C(=O)NC(C)c1cnccn1	05746	-0.786	0.363
[R]c1cc(=O)c(O)co1	05747	-0.278	0.418
[R]Oc1ncc(C(F)(F)F)cc1Cl	05748	2.456	0
[R]C(=O)NC1CCNC1	05749	-1.064	0.386
[R]Oc1cccc(C(N)=O)c1	05750	0.502	-0.022
[R]c1cc(OC)nc(OC)n1	05751	1.117	0.31
[R]OCCOCCN	05752	-0.968	-0.302
[R]c1ccnn1CC	05753	0.658	0.125
[R]N1CCc2cc(F)ccc12	05754	1.859	-0.367
[R]c2cc1[nH]nc(NCC)c1cn2	05755	0.773	0.152
